24	_kaikki_ ihmiset Eikö ole hengellisesti 	vaivaisia	 ?
25	5 lvv . , jossa kuuluu alku : _autuaat_ ovat hengellisesti 	vaivaiset	 ; sillä heidän on taivaan valtakunta .
124	Seurana katsomossa oli lfsborgin Kanerva , _joka_ on ollut hiukan 	lonkkavaivainen	 .
132	Alussa laukannut Hypersonic noteerasi 13.7. Muista Free Token oli 	pikkuvaivainen	 loppukaarteen kiri kolmatta rataa myöten eikä kantanut Sille , vaan se jäi kuudenneksi flant Yankeen jälkeen .
161	- Eräässä Hirvensalmelaisessa talossa sanotaan olevan pukin , jonka _jalat_ ovat polvista 	vaivaiset	 ja käymiseen kelpaamattomat , jonka tähden se etupuolelta käveleekin polvillaan .
205	Niitä on kymmenkunta , ja useimmat hevosia , _jotka_ jo viime viikonlopun kisoissa olivat 	vaivaisia	 .
230	Maalintekijä _Igor Dobrovolski_ oli myös 	vaivainen	 .
238	_Hän_ on 	jalkavaivainen	 , mutta pelaa jo turkulaisten seuraavassa liigapelissä , valmentaja Raimo Toivonen uskoi .
241	MP tarvitsee uuden miehen kentälle niin pian kuin mahdollista , koska joukkueen entisestäänkin pitkä sairaslista on lisääntynyt Juha Karvisella , _joka_ on tällä hetkellä 	jalkavaivainen	 .
352	_Kalliokoski_ on vielä 	jalkavaivainen	 ,
393	Suurin _osa_ omista potilastani on nimenomaan 	selkävaivaisia	 .
396	Arvokkaita taas olivat nöyrät ja kiitolliset köyhät , eritoten vanhat , sairaat ja 	vaivaiset	 .
483	Alimmalla tasolla ovat olleet rammat , 	vaivaiset	 , kehruuhuonelaiset , mielenvikaiset yms . , _jotka_ eivät ole voineet määrätä edes omasta elämästään , puhumattakaan siitä , että heillä olisi ollut määräysvalta monien muiden yli .
546	Myös Hakan _Jussi Nuorela_ on 	vaivainen	 .
568	_Hipo_ esimerkiksi oli kevyt , ja 	vaivainenkin	 , mutta sillä oli ankara luonne , sillä se kuittasi fyysiset puutteensa .
696	Itseoikeutettu Leijonaveskari Luulajan _Jarmo Myllys_ on ollut 	nivusvaivainen	 ja siksi poissa joukkueesta .
831	Risto Jaloja Andrei Andrijevski ovat _molemmat_ 	selkävaivaisia	 .
1125	Liverpool koki pahan takaiskun jo ennen ottelun alkua , kun selvisi , että Englannin _maajoukkuemiehet_ Michael Owen ja Robbie Fovvler olivat kumpikin niin pahoin 	vaivaisia	 , edes penkille ettei ollut asiaa .
1184	_Kati Räsänen_ oli jo ennestään 	jalkavaivainen	 .
1186	_Kati Räsänen_ on toinen 	jalkavaivainen	 , joka on varmuudella poissa TuTo-ottelusU . Lausaksen mukaan joukkueella kuitenkaan ei ole syytä huoleen .
1194	Frösen pomppasi äsken Ruotsissa 222 , mutta _Söderström_ on ollut 	vaivainen	 ja viipyi viime ki-
